id видео;Название видео;Публикация видео;Просмотров;Лайков;Дизлайков;Положительных комментариев (всего);Негативных комментариев (всего);Комментарий
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;I support Trump,Trump the best!! I believe Trump Make America Greate Again!!!
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Трамп. <a href="https://youtu.be/F4k2heLcsAQ">https://youtu.be/F4k2heLcsAQ</a>
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Если про Трампа будет фильм, то его должен сыграть актер Оуэн Уилсон
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Хорошо распиаренный актёр  ))))
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;&quot;Сегодня на Патриарших будет интересная история..&quot;. М Булгаков. &quot;Мастер и Маргарита&quot;
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;У Трампа лицо, как у урода. Наверно, когда жена приходит домой к Трампу, то идёт блевать
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Во главе Америки любитель женщин уже хороший знак.
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Сосете? Сосите-сосите. Привет из 2017 :)))))
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Он демонстрирует свой успех тем, что ему удалось создать или развить. о деньгах говорят как о следствии.столько создал,а не развалил
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Опасный дядька.Сначала убьет в потом будет плакать
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;эта история не имеет никакого отношения к голливуду
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;3 жены,и он ещё против мусульман, а если бы без разводов, детям было б легче.
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Трамп -Тамплиер но он мне всетаки нравится не смотря что мы сним из разного братства.
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Как говорят просто он оказался в нужное время,  в нужном месте  и талант.
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Le vostri figli hanno Batessimo? Io vedo che siete molto  bravo e giusto
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;настоящий мужик достойный президент
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;<a href="http://www.youtube.com/watch?v=VVULoKYA__Q&amp;t=2m11s">2:11</a> Алекс Болдуин, Клан Сопранос..
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Ты блять фашисты пидрила е*<b>*</b> блять
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Кто озвучивает Трампа ?
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;А он красавчик. Был...
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;мега президент - ничета эмансипированному обаме с негодяйским поведением во всем мире
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Менталитет борца и бойца. То, что свойственно всем американцам-ковбоям. Потому-то Америка - сильная, свободная и самодостаточная держава.
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;ну как? как с ноля так можно поднятся а?не верю...
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;Как дети похожи на отца! Копия!
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;тепер президент!! мужик!!!!!!!👏👏👍👍
VVULoKYA__Q;Дональд Трамп: правдивая голливудская история;19.06.2015 5:32:54;301782;1718;103;4;4;воплощение американской мечты
