id видео|Название видео|Публикация видео|Просмотров|Лайков|Дизлайков|Положительных комментариев (всего)|Негативных комментариев (всего)|Комментарий
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;<a href="http://www.youtube.com/results?search_query=%23BadComedian">#BadComedian</a> обзор фильма КРЫМ.<br />ПРИЯТНОГО ПРОСМОТРА! <br />Поддержать создание обзоров - <a href="http://thebadcomedian.ru/">http://thebadcomedian.ru/</a>
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;6.000.000 $ ну хоть без черных машин и без мантикоры. ДА ?! Вл.Китт
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Бредятина а не фильм, всё с ног на голову перевернули, есть не плохой фильм Военный корреспондент
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;В который раз убеждаюсь. Зачем смотреть фильм, если есть badcom edian?
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Это так плохо, что даже хорошо)))<br />Читатель, если вдруг что, у меня на канале есть инструкция по Липосакции своими руками... Ну так, на всякий случай =\\\
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Super
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;<a href="https://www.youtube.com/watch?v=z82L0EDmbms&amp;t=1m55s">1:55</a>   а я к ней так хорошо относился .... ну тут сработала аксиома _ ум и красота для женщины это несовместимо ! Она дура , причём в тяжёлой стадии
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Фильм отличный! Весь просмотр держит в напряжении, хотя и знаешь, что всё должно быть хорошо. <br />Концовка правда малость смазанная получилась.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;<a href="http://www.youtube.com/results?search_query=%23%D0%A4%D0%B8%D0%BB%D1%8C%D0%BC%D0%9D%D0%B0%D1%88">#ФильмНаш</a>
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Бля страна которая и так хуевая опять выебывается на счет выборов в России!
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Тупой еще Тупее
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;В сцене где был секс должен быть Виктор Коитусов.Где он?
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Ты что такой дебил что ли? Вырос на мыльных операх тебе все разжуй и в рот положи. А думать не пробывал?
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;То чувство, когда тебя зовут Богдан.(плач)ну почему Богданы в основном снимаются в хуевых фильмах. Ну почемууууууу!!!
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;За окончание ролика отдельное спасибо.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;морпех этож америкос, чё за хуйня?
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;На 8 минуте палочками прикольно машут) Как в песочнице доча у меня.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;вот такими проектами в России хотят поднять патриотизм...но с*ка все выходит наоборот! и от всех этих лживых людишек &quot;из телика&quot; просто тошнит...хороший российский кинематограф издох после ВОВ, еще ни один фильм про наше время не был снят хотя бы сносно...и я не понимаю чем так отличается наш народ от заграничного, что снимает такой шлак.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Епично! Нет ли лишнего билетика на цiкавую фильму, где физруки в 10-ке Форбса. Сука! Почему я не физрук, а токарь за 27 т.р.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Не смотрел Крым, но спасибо за обзор, так и думал, что снимут не очень.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;боты накрутили этому фильму рейтинг 3 на кинопоиске
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Хохлы фильм критикуют от зависти что Крым вернулся в Россию.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Зачем критиковать ? Отличный фильм !он же художественный а не документальный .
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;ФИГА ДНО. Так вот что они пытались нам сказать ещё в начале фильма...
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;несколько хороших парней фильм с томом крузом а не лутший стрелок
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Какая же это всё-таки хуйня...
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Я когда смотрел, все понял(мне было 12 лет)
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;в фильме одни глупые лица :)
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Это да, это пиздец.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;С памятниками и переименовании - притянуто за уши. А разбор фильма - ОК.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Стыдобища, а не фильм!
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;бАБА СУКА ПРОТИВНАЯ, И СУКА ТУПАЯ.
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Ну ведь реально дебильный фильм))
z82L0EDmbms;[BadComedian] - Крым (#ФильмНаш);10.12.2017 11:45:06;6617654;460819;10660;5;6;Фильм сплошное дерьмо и вранье. Киселев и Соловьев писали сценарий
